canonical_task_id,roles,harness,model,variant,job_id,trial_name,resolved,total_tokens,cost_usd,duration_seconds,archive_member,trace_path,status,compressed_bytes,uncompressed_bytes,sha256,error
astropy__astropy-12907,token,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,astropy__astropy-12907__mLQqAHP,True,67233,,145,run/astropy__astropy-12907__mLQqAHP/agent/trajectory.json,swebench-verified-winning-traces/0017241088a1/astropy__astropy-12907__mLQqAHP/trajectory.json.gz,existing,8460,40408,8bdb0a8e78956213b49831ea82b6e8613b9a7d9e91bf2ffe51056d7092b5c6af,
django__django-14311,cost,mini-swe-agent,subconscious/glm-5.2,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,django__django-14311__fYfRCqp,True,1293979,0.2481,445.6,run/django__django-14311__fYfRCqp/agent/trajectory.json,swebench-verified-winning-traces/d2cf5ec25625/django__django-14311__fYfRCqp/trajectory.json.gz,downloaded,29246,170815,7101ebd5794da004e44a18e288e7208ae6b13cbe104442fa6d1b1c75d7ed755c,
django__django-14315,cost; time,claude-code,subconscious/glm-5.2,claude-code | subconscious/glm-5.2 | e2b | python,1d4355e54894,django__django-14315__XGAvrtV,True,1337376,4.5826,135,run/django__django-14315__XGAvrtV/agent/trajectory.json,swebench-verified-winning-traces/1d4355e54894/django__django-14315__XGAvrtV/trajectory.json.gz,downloaded,24626,250632,fedb6deafeb55d3b0a64093ac73addb4d832a71bfd8c7e43638884fd7ecf14f5,
django__django-14315,token,opencode,subconscious/glm-5.2,opencode | subconscious/glm-5.2 | e2b | python,c57b386851fd,django__django-14315__ocuraXm,True,405525,,136.1,run/django__django-14315__ocuraXm/agent/trajectory.json,swebench-verified-winning-traces/c57b386851fd/django__django-14315__ocuraXm/trajectory.json.gz,downloaded,16320,76182,44a27efa99fca983452491010702bb6c1fbb75b1c31c92c4c88d30d9eed2bf00,
django__django-14349,token; time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,django__django-14349__4cfbc7e,True,78930,,67,run/django__django-14349__4cfbc7e/agent/trajectory.json,swebench-verified-winning-traces/472ee1f9d42c/django__django-14349__4cfbc7e/trajectory.json.gz,downloaded,7714,40313,f751a7527dd3d655e895c37d6f5cc959fa9f0e492c8caa11a7cadf3aa588fa4d,
django__django-14349,cost,mini-swe-agent,subconscious/glm-5.2,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,django__django-14349__BofzJDD,True,927939,0.2352,352.9,run/django__django-14349__BofzJDD/agent/trajectory.json,swebench-verified-winning-traces/d2cf5ec25625/django__django-14349__BofzJDD/trajectory.json.gz,downloaded,17321,124518,fd0de05aa87969a9dd3bcb2e907da820b59a499048f0b523ba3ab85d9f1f605f,
django__django-14351,token,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,django__django-14351__qJYMZ3U,True,1132593,,1259.7,run/django__django-14351__qJYMZ3U/agent/trajectory.json,swebench-verified-winning-traces/0017241088a1/django__django-14351__qJYMZ3U/trajectory.json.gz,existing,44433,219129,f530aa85357f7f2a044661ac7fce30cbca5b52b456bcf9b9219d390eacc91ed7,
django__django-14351,cost; time,mini-swe-agent,subconscious/glm-5.2,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,django__django-14351__rx8q3EB,True,8402371,1.3571,734.7,run/django__django-14351__rx8q3EB/agent/trajectory.json,swebench-verified-winning-traces/d2cf5ec25625/django__django-14351__rx8q3EB/trajectory.json.gz,downloaded,71954,402556,0feeb55d2977a0618d6dd4aacf8fd326baeaa2ea4fe739935b6512ecc2797f27,
django__django-14373,token,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,django__django-14373__VG3n4ck,True,35353,,83.6,run/django__django-14373__VG3n4ck/agent/trajectory.json,swebench-verified-winning-traces/0017241088a1/django__django-14373__VG3n4ck/trajectory.json.gz,existing,3219,19428,5b650565491c01e9acedfb837f473b7597341df82ede0876203062df1f3292cd,
django__django-14373,time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,django__django-14373__172f541,True,89797,,38.1,run/django__django-14373__172f541/agent/trajectory.json,swebench-verified-winning-traces/187f0c30fc5f/django__django-14373__172f541/trajectory.json.gz,downloaded,8180,41251,0c0f748b8d8273ba4d69e114ea4a4abe681bc0ba07228476a497aec588f773a4,
django__django-14373,cost,mini-swe-agent,glm-gcp1,mini-swe-agent | glm-gcp1 | e2b | python,4dc3cca18ba9,django__django-14373__NPTgrcq,True,151064,0.0346,393.9,run/django__django-14373__NPTgrcq/agent/trajectory.json,swebench-verified-winning-traces/4dc3cca18ba9/django__django-14373__NPTgrcq/trajectory.json.gz,downloaded,12004,73376,5467d5362b35dd9441ae9f77fde2d3bfaf8c48eee64bb9f93587943c2c8715ff,
django__django-14376,token; time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,django__django-14376__0183fbf,True,52263,,58.5,run/django__django-14376__0183fbf/agent/trajectory.json,swebench-verified-winning-traces/472ee1f9d42c/django__django-14376__0183fbf/trajectory.json.gz,downloaded,5977,31565,2b61ca65e3b3c5311ce231cf5008c0bd57717da0c6de2002475987289fd09223,
django__django-14376,cost,mini-swe-agent,glm-gcp1,mini-swe-agent | glm-gcp1 | e2b | python,ec5453c46a32,django__django-14376__BPjnEtL,True,290803,0.0663,375.7,run/django__django-14376__BPjnEtL/agent/trajectory.json,swebench-verified-winning-traces/ec5453c46a32/django__django-14376__BPjnEtL/trajectory.json.gz,downloaded,16564,107552,d6245078019a8035571b14fc364c4f3bf992b78ef6733cf79b96f106f42c01ce,
django__django-14404,time,claude-code,subconscious/glm-5.2,claude-code | subconscious/glm-5.2 | e2b | python,1970c693b4a5,django__django-14404__0d6dab7,True,1544111,,172.9,run/django__django-14404__0d6dab7/agent/trajectory.json,swebench-verified-winning-traces/1970c693b4a5/django__django-14404__0d6dab7/trajectory.json.gz,downloaded,8984,65728,7535466d495f62334c7c4f06a8cb7dd0386d42464e59118aa62c9e4f39a22a66,
django__django-14404,token; cost,mini-swe-agent,openai/subconscious/tim-qwen3.6-27b,mini-swe-agent | openai/subconscious/tim-qwen3.6-27b | e2b | python,7685d364d232,django__django-14404__c8961d6,True,171969,0.0461,619.4,run/django__django-14404__c8961d6/agent/trajectory.json,swebench-verified-winning-traces/7685d364d232/django__django-14404__c8961d6/trajectory.json.gz,downloaded,11070,60253,59d0897f8e1ef353407d68a5d88efeec1f5c5524c2a592917f25c2bfcd198f54,
django__django-14434,token,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,django__django-14434__ssKi5CW,True,127934,,132.5,run/django__django-14434__ssKi5CW/agent/trajectory.json,swebench-verified-winning-traces/0017241088a1/django__django-14434__ssKi5CW/trajectory.json.gz,existing,9451,58139,2e303208532443d1016ed339de2b82145874e7e4e3c20833b4975005ac98c48e,
django__django-14434,time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,django__django-14434__80f66e9,True,195711,,47.5,run/django__django-14434__80f66e9/agent/trajectory.json,swebench-verified-winning-traces/187f0c30fc5f/django__django-14434__80f66e9/trajectory.json.gz,downloaded,12140,75356,5d444680932d506b06a5dc454ad41d02b3e2cc514e2952f9fa5d3b7088080ad4,
django__django-14434,cost,mini-swe-agent,glm-gcp1,mini-swe-agent | glm-gcp1 | e2b | python,db8d33490582,django__django-14434__qF63sEz,True,297874,0.0623,329.2,run/django__django-14434__qF63sEz/agent/trajectory.json,swebench-verified-winning-traces/db8d33490582/django__django-14434__qF63sEz/trajectory.json.gz,downloaded,17344,106359,991f68b74a283f1d473633e7d4ef8d4f92873160d70d8646b00128348353c792,
django__django-14493,token; time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,django__django-14493__de6044f,True,13303,,33.5,run/django__django-14493__de6044f/agent/trajectory.json,swebench-verified-winning-traces/472ee1f9d42c/django__django-14493__de6044f/trajectory.json.gz,downloaded,3300,13085,bb5b4e1165e5a30270eede2e53da4be4d5f127053a1aee63dee2e87a310541dc,
django__django-14493,cost,mini-swe-agent,glm-gcp1,mini-swe-agent | glm-gcp1 | e2b | python,c9f3260092d5,django__django-14493__2TVGCW5,True,52731,0.0145,199.3,run/django__django-14493__2TVGCW5/agent/trajectory.json,swebench-verified-winning-traces/c9f3260092d5/django__django-14493__2TVGCW5/trajectory.json.gz,downloaded,9353,48528,066f8c7733bf082ce7601550a59693cbc4914c4e57eda74fef08ad4d354beddc,
django__django-14500,time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,django__django-14500__e1d58ce,True,286455,,84.4,run/django__django-14500__e1d58ce/agent/trajectory.json,swebench-verified-winning-traces/187f0c30fc5f/django__django-14500__e1d58ce/trajectory.json.gz,downloaded,20644,106035,825d7224f261a47ae0d9603d4428ae00448df6a2232540882253a7bf8854066b,
django__django-14500,token,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,django__django-14500__8409403,True,260618,,147.1,run/django__django-14500__8409403/agent/trajectory.json,swebench-verified-winning-traces/472ee1f9d42c/django__django-14500__8409403/trajectory.json.gz,downloaded,19595,99064,2aecbd6dc350c06c5efc1f59e084129e57578576be111fda61c330f5f6a01b95,
django__django-14500,cost,mini-swe-agent,subconscious/glm-5.2,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,django__django-14500__ZreaSSX,True,1193339,0.2224,201.2,run/django__django-14500__ZreaSSX/agent/trajectory.json,swebench-verified-winning-traces/d2cf5ec25625/django__django-14500__ZreaSSX/trajectory.json.gz,downloaded,29518,189788,ced6e34b4a6e2f15112f9f3b7d266e737055ffab3a47f280916149971c92dc6d,
django__django-14534,token,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,django__django-14534__0085983,True,86193,,80.3,run/django__django-14534__0085983/agent/trajectory.json,swebench-verified-winning-traces/472ee1f9d42c/django__django-14534__0085983/trajectory.json.gz,downloaded,6510,39401,94030baf3d2b69adcb20bd3ee72e998eef8756332fe45a706b36a022e8c7a4d0,
django__django-14534,cost,mini-swe-agent,glm,mini-swe-agent | glm | e2b | python,989cb2187345,django__django-14534__ynvHv5j,True,163689,0.0276,130,run/django__django-14534__ynvHv5j/agent/trajectory.json,swebench-verified-winning-traces/989cb2187345/django__django-14534__ynvHv5j/trajectory.json.gz,downloaded,14471,72648,0a6cb551692e88efd3cec9f715193c8833016747b9384e8e64437193bad579e0,
django__django-14534,time,mini-swe-agent,glm-gcp1,mini-swe-agent | glm-gcp1 | e2b | python,b9eca2cb07f6,django__django-14534__NrbRkTB,True,211053,0.0533,80.3,run/django__django-14534__NrbRkTB/agent/trajectory.json,swebench-verified-winning-traces/b9eca2cb07f6/django__django-14534__NrbRkTB/trajectory.json.gz,downloaded,13418,73901,10f9cdcd688664e8a4ece41573c4ea654a197f18e34d200f8c85519913d2802d,
django__django-14539,token,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,django__django-14539__SuLQkvU,True,94222,,146,run/django__django-14539__SuLQkvU/agent/trajectory.json,swebench-verified-winning-traces/0017241088a1/django__django-14539__SuLQkvU/trajectory.json.gz,existing,8224,42602,da690dbf8aedd3d943c5c5398a2108ec815e5ad6fa350744a372b046e4ab9361,
django__django-14539,time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,django__django-14539__fcedc65,True,250824,,99,run/django__django-14539__fcedc65/agent/trajectory.json,swebench-verified-winning-traces/187f0c30fc5f/django__django-14539__fcedc65/trajectory.json.gz,downloaded,13809,69672,f4a19a58a9bfe015305dce1cb622cffd0c01081e0af599af3cec5fda091e871e,
django__django-14539,cost,mini-swe-agent,subconscious/glm-5.2,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,django__django-14539__q6DnFFx,True,1762375,0.3594,617.2,run/django__django-14539__q6DnFFx/agent/trajectory.json,swebench-verified-winning-traces/d2cf5ec25625/django__django-14539__q6DnFFx/trajectory.json.gz,downloaded,24502,158332,ec6d4e4f932a077da5929afba9da012a6e43e787e572f9f4ff67e5093fa779d9,
django__django-14559,token; time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,django__django-14559__VFGyFdu,True,14165,,56.9,run/django__django-14559__VFGyFdu/agent/trajectory.json,swebench-verified-winning-traces/0017241088a1/django__django-14559__VFGyFdu/trajectory.json.gz,existing,3496,15695,8429216f7d44bb95f3634839d5ed9e001edcbef636ab7843536cf3af6e420097,
django__django-14559,cost,mini-swe-agent,glm-gcp1,mini-swe-agent | glm-gcp1 | e2b | python,246a9156a882,django__django-14559__6azXDNB,True,479160,0.0893,282.2,run/django__django-14559__6azXDNB/agent/trajectory.json,swebench-verified-winning-traces/246a9156a882/django__django-14559__6azXDNB/trajectory.json.gz,downloaded,20995,126016,c1efd7122208f023304163e177b6a1201b532396f4f2a38fb8052eb93047132b,
django__django-14580,token; time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,django__django-14580__193f1a6,True,183204,,69.1,run/django__django-14580__193f1a6/agent/trajectory.json,swebench-verified-winning-traces/187f0c30fc5f/django__django-14580__193f1a6/trajectory.json.gz,downloaded,15081,73069,798f83d5b9baa53cce884e00299723f65c5e169e940da3432da7717be9be0d9c,
django__django-14580,cost,mini-swe-agent,glm-gcp1,mini-swe-agent | glm-gcp1 | e2b | python,246a9156a882,django__django-14580__nKWwLHp,True,360290,0.0702,269.8,run/django__django-14580__nKWwLHp/agent/trajectory.json,swebench-verified-winning-traces/246a9156a882/django__django-14580__nKWwLHp/trajectory.json.gz,downloaded,20593,120598,eee4173668db2d7341ad9ce354c35f4d6983b568d2944ed2e41dc887e2531ecd,
django__django-14608,token,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,django__django-14608__5dSQf9x,True,155679,,150.4,run/django__django-14608__5dSQf9x/agent/trajectory.json,swebench-verified-winning-traces/0017241088a1/django__django-14608__5dSQf9x/trajectory.json.gz,existing,10171,66033,867d6a0f929f04084e0cd35ea0b22e1a97d75ea5d178e0b08038c5b9ff96341b,
django__django-14608,time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,django__django-14608__dd70450,True,249010,,144.2,run/django__django-14608__dd70450/agent/trajectory.json,swebench-verified-winning-traces/472ee1f9d42c/django__django-14608__dd70450/trajectory.json.gz,downloaded,12313,84541,db57d3c7dbda9ee99b1269dce7169621dec88f712b8c1d31e56328d940225bc5,
django__django-14608,cost,mini-swe-agent,subconscious/glm-5.2,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,django__django-14608__TPu3E9m,True,1991505,0.3332,308.6,run/django__django-14608__TPu3E9m/agent/trajectory.json,swebench-verified-winning-traces/d2cf5ec25625/django__django-14608__TPu3E9m/trajectory.json.gz,downloaded,38947,220368,b6288cb3c63909c7b7b16693bd3e8ed3762478b1e19a2421f6c5ea6e569b3f1b,
django__django-14631,time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,django__django-14631__37b1622,True,544348,,102,run/django__django-14631__37b1622/agent/trajectory.json,swebench-verified-winning-traces/187f0c30fc5f/django__django-14631__37b1622/trajectory.json.gz,downloaded,24867,124178,028b5383ee80616cebc47081d78b27f26b38ba9572ddc4c451d26a53a31eb897,
django__django-14631,token,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,63518ecf1697,django__django-14631__PNcA4kD,True,364884,,314.7,run/django__django-14631__PNcA4kD/agent/trajectory.json,swebench-verified-winning-traces/63518ecf1697/django__django-14631__PNcA4kD/trajectory.json.gz,downloaded,18514,88151,29781dacb2107dc6a31b9efe0ef5845831b03c6db305789c8b609e75c5e638bf,
django__django-14631,cost,mini-swe-agent,subconscious/glm-5.2,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,django__django-14631__8KyFWn4,True,2437828,0.4284,480.1,run/django__django-14631__8KyFWn4/agent/trajectory.json,swebench-verified-winning-traces/d2cf5ec25625/django__django-14631__8KyFWn4/trajectory.json.gz,downloaded,40640,240427,fa19a320fb72f51d3744cb9a3cc0006e4c14802eeed2b478cbdbf7dbf152d048,
django__django-14672,token,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,django__django-14672__B9Rqv4q,True,21798,,43.9,run/django__django-14672__B9Rqv4q/agent/trajectory.json,swebench-verified-winning-traces/0017241088a1/django__django-14672__B9Rqv4q/trajectory.json.gz,existing,3163,17417,60d883d956841346764b32f01da58a84726bda1c52c80aa3385dca6f4ca1c1c5,
django__django-14672,time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,django__django-14672__b95d212,True,22173,,34.6,run/django__django-14672__b95d212/agent/trajectory.json,swebench-verified-winning-traces/472ee1f9d42c/django__django-14672__b95d212/trajectory.json.gz,downloaded,6533,28092,3c95c4abc45b6da8c0a29a94c676e5ed73eed7653f1efa4955e1080649f505b5,
django__django-14672,cost,mini-swe-agent,subconscious/glm-5.2,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,django__django-14672__UAuwBqF,True,680724,0.1305,236.3,run/django__django-14672__UAuwBqF/agent/trajectory.json,swebench-verified-winning-traces/d2cf5ec25625/django__django-14672__UAuwBqF/trajectory.json.gz,downloaded,20491,140657,92afea701c888c15d62d666e155ff4aaa8531fd083842a0a8edb12c2ee10bd02,
django__django-14725,token,claude-code,subconscious/glm-5.2,claude-code | subconscious/glm-5.2 | e2b | python,1970c693b4a5,django__django-14725__ec74586,True,124479,,791.1,run/django__django-14725__ec74586/agent/trajectory.json,swebench-verified-winning-traces/1970c693b4a5/django__django-14725__ec74586/trajectory.json.gz,downloaded,1057,4252,ff70435ce194eab3fc64ab79466c88dcb40fcbd71be40d1468cedc5e0ad4e544,
django__django-14725,cost,claude-code,subconscious/glm-5.2,claude-code | subconscious/glm-5.2 | e2b | python,1d4355e54894,django__django-14725__Mkh5YUM,True,4051906,15.6578,421.6,run/django__django-14725__Mkh5YUM/agent/trajectory.json,swebench-verified-winning-traces/1d4355e54894/django__django-14725__Mkh5YUM/trajectory.json.gz,downloaded,65766,641911,e50ff53f44a8b571c2160dcc3232320c6eeb84e951a9a723a27292da3e73e35c,
django__django-14725,time,codex,subconscious/glm-5.2,codex | subconscious/glm-5.2 | e2b | python,b1a03feecef5,django__django-14725__VzK6sBS,True,1887623,,348.6,run/django__django-14725__VzK6sBS/agent/trajectory.json,swebench-verified-winning-traces/b1a03feecef5/django__django-14725__VzK6sBS/trajectory.json.gz,downloaded,32214,198759,287c1962b134a61db085207250f27e9a9c5da885f837bbc98672333a3847a237,
django__django-14752,token; time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,django__django-14752__7391190,True,14364,,54,run/django__django-14752__7391190/agent/trajectory.json,swebench-verified-winning-traces/472ee1f9d42c/django__django-14752__7391190/trajectory.json.gz,downloaded,4022,15554,bd1c0789072d1d5fb1c5664a1dedde87421965d480837bf99057cc681a9e73d4,
