canonical_task_id,harnesses_tried,deduplicated_attempts,graded_attempts,successful_attempts,accuracy_winner_harnesses,accuracy_winner_samples,lowest_success_tokens,token_winner_harness,token_winner_variant,token_winner_job,token_winner_trial,lowest_success_cost_usd,cost_winner_harness,cost_winner_variant,cost_winner_job,cost_winner_trial,fastest_success_seconds,time_winner_harness,time_winner_variant,time_winner_job,time_winner_trial,token_winner_trace_path,token_winner_trace_status,cost_winner_trace_path,cost_winner_trace_status,time_winner_trace_path,time_winner_trace_status
django__django-14007,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,21,13,8,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 2/3; codex 2/2; mini-swe-agent 1/2; opencode 1/1; pi 1/1; subconscious-code 1/4,613384,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,django__django-14007__L6o7jfP,0.4211,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,django__django-14007__fFWrNyt,275.4,codex,codex | subconscious/glm-5.2 | e2b | python,b1a03feecef5,django__django-14007__rS8cE6W,swebench-verified-winning-traces/0017241088a1/django__django-14007__L6o7jfP/trajectory.json.gz,existing,swebench-verified-winning-traces/d2cf5ec25625/django__django-14007__fFWrNyt/trajectory.json.gz,downloaded,swebench-verified-winning-traces/b1a03feecef5/django__django-14007__rS8cE6W/trajectory.json.gz,downloaded
django__django-14011,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,21,13,5,claude-code; codex; opencode; pi,claude-code 2/3; codex 1/2; opencode 1/1; pi 1/1,125620,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,1970c693b4a5,django__django-14011__1d323e0,20.4169,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,1d4355e54894,django__django-14011__g9pZaAj,677.5,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,1d4355e54894,django__django-14011__g9pZaAj,swebench-verified-winning-traces/1970c693b4a5/django__django-14011__1d323e0/trajectory.json.gz,downloaded,swebench-verified-winning-traces/1d4355e54894/django__django-14011__g9pZaAj/trajectory.json.gz,downloaded,swebench-verified-winning-traces/1d4355e54894/django__django-14011__g9pZaAj/trajectory.json.gz,downloaded
django__django-14017,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code; unknown,156,131,15,claude-code; codex; mini-swe-agent; opencode; subconscious-code,claude-code 1/2; codex 2/3; mini-swe-agent 6/119; opencode 1/1; subconscious-code 5/5,66457,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,django__django-14017__Xukk98n,0.1029,mini-swe-agent,mini-swe-agent | glm-gcp1 | e2b | python,7476bf1ef1b9,django__django-14017__BhVqfET,97.0,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,django__django-14017__Xukk98n,swebench-verified-winning-traces/0017241088a1/django__django-14017__Xukk98n/trajectory.json.gz,existing,swebench-verified-winning-traces/7476bf1ef1b9/django__django-14017__BhVqfET/trajectory.json.gz,downloaded,swebench-verified-winning-traces/0017241088a1/django__django-14017__Xukk98n/trajectory.json.gz,existing
django__django-14034,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,24,21,2,claude-code; opencode,claude-code 1/3; opencode 1/1,718759,opencode,opencode | subconscious/glm-5.2 | e2b | python,c57b386851fd,django__django-14034__qbFgLne,10.1272,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,1d4355e54894,django__django-14034__oboGLNi,270.8,opencode,opencode | subconscious/glm-5.2 | e2b | python,c57b386851fd,django__django-14034__qbFgLne,swebench-verified-winning-traces/c57b386851fd/django__django-14034__qbFgLne/trajectory.json.gz,downloaded,swebench-verified-winning-traces/1d4355e54894/django__django-14034__oboGLNi/trajectory.json.gz,downloaded,swebench-verified-winning-traces/c57b386851fd/django__django-14034__qbFgLne/trajectory.json.gz,downloaded
django__django-14053,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,23,20,8,claude-code; codex; mini-swe-agent; opencode; subconscious-code,claude-code 2/3; codex 1/2; mini-swe-agent 1/9; opencode 1/1; subconscious-code 3/4,111496,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,django__django-14053__X4MsfHC,0.4069,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,django__django-14053__EQD8x86,108.2,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,django__django-14053__X4MsfHC,swebench-verified-winning-traces/0017241088a1/django__django-14053__X4MsfHC/trajectory.json.gz,existing,swebench-verified-winning-traces/d2cf5ec25625/django__django-14053__EQD8x86/trajectory.json.gz,downloaded,swebench-verified-winning-traces/0017241088a1/django__django-14053__X4MsfHC/trajectory.json.gz,existing
django__django-14089,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,9,9,8,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 2/2; codex 1/1; mini-swe-agent 1/2; opencode 1/1; pi 1/1; subconscious-code 2/2,37504,pi,pi | subconscious/glm-5.2 | e2b | python,ac02f4ca2ef4,django__django-14089__aZigkHt,0.0356,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,django__django-14089__WKjEewh,72.7,codex,codex | subconscious/glm-5.2 | e2b | python,b1a03feecef5,django__django-14089__unxAYPN,swebench-verified-winning-traces/ac02f4ca2ef4/django__django-14089__aZigkHt/trajectory.json.gz,archive_error,swebench-verified-winning-traces/d2cf5ec25625/django__django-14089__WKjEewh/trajectory.json.gz,downloaded,swebench-verified-winning-traces/b1a03feecef5/django__django-14089__unxAYPN/trajectory.json.gz,downloaded
django__django-14122,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,12,11,8,claude-code; codex; mini-swe-agent; opencode; subconscious-code,claude-code 2/3; codex 1/1; mini-swe-agent 1/2; opencode 1/1; subconscious-code 3/3,271726,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,django__django-14122__7d82b68,0.3402,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,django__django-14122__R3qt3Zz,179.7,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,django__django-14122__7d82b68,swebench-verified-winning-traces/472ee1f9d42c/django__django-14122__7d82b68/trajectory.json.gz,downloaded,swebench-verified-winning-traces/d2cf5ec25625/django__django-14122__R3qt3Zz/trajectory.json.gz,downloaded,swebench-verified-winning-traces/472ee1f9d42c/django__django-14122__7d82b68/trajectory.json.gz,downloaded
django__django-14140,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,91,41,16,claude-code; codex; mini-swe-agent; opencode; subconscious-code,claude-code 1/4; codex 1/2; mini-swe-agent 12/29; opencode 1/1; subconscious-code 1/4,56557,mini-swe-agent,mini-swe-agent | glm-gcp1 | e2b | python,c9f3260092d5,django__django-14140__Lp4BSG2,0.0282,mini-swe-agent,mini-swe-agent | glm-gcp1 | e2b | python,c9f3260092d5,django__django-14140__Lp4BSG2,151.8,opencode,opencode | subconscious/glm-5.2 | e2b | python,c57b386851fd,django__django-14140__yrhovDR,swebench-verified-winning-traces/c9f3260092d5/django__django-14140__Lp4BSG2/trajectory.json.gz,downloaded,swebench-verified-winning-traces/c9f3260092d5/django__django-14140__Lp4BSG2/trajectory.json.gz,downloaded,swebench-verified-winning-traces/c57b386851fd/django__django-14140__yrhovDR/trajectory.json.gz,downloaded
django__django-14155,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,151,121,4,claude-code; codex; opencode; pi,claude-code 1/2; codex 1/3; opencode 1/1; pi 1/1,846009,opencode,opencode | subconscious/glm-5.2 | e2b | python,c57b386851fd,django__django-14155__bKV2ztM,6.9429,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,1d4355e54894,django__django-14155__NrdeXm9,266.4,opencode,opencode | subconscious/glm-5.2 | e2b | python,c57b386851fd,django__django-14155__bKV2ztM,swebench-verified-winning-traces/c57b386851fd/django__django-14155__bKV2ztM/trajectory.json.gz,downloaded,swebench-verified-winning-traces/1d4355e54894/django__django-14155__NrdeXm9/trajectory.json.gz,downloaded,swebench-verified-winning-traces/c57b386851fd/django__django-14155__bKV2ztM/trajectory.json.gz,downloaded
django__django-14170,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,12,12,3,claude-code; pi,claude-code 2/3; pi 1/1,1825386,pi,pi | subconscious/glm-5.2 | e2b | python,ac02f4ca2ef4,django__django-14170__LzueqU3,11.8556,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,1d4355e54894,django__django-14170__fwqy9GV,505.2,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,1970c693b4a5,django__django-14170__d2dafa7,swebench-verified-winning-traces/ac02f4ca2ef4/django__django-14170__LzueqU3/trajectory.json.gz,archive_error,swebench-verified-winning-traces/1d4355e54894/django__django-14170__fwqy9GV/trajectory.json.gz,downloaded,swebench-verified-winning-traces/1970c693b4a5/django__django-14170__d2dafa7/trajectory.json.gz,downloaded
django__django-14238,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,17,14,12,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 2/3; codex 3/3; mini-swe-agent 1/2; opencode 1/1; pi 1/1; subconscious-code 4/4,45664,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,django__django-14238__70f80a1,0.086,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,django__django-14238__K4VofbB,62.5,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,django__django-14238__fa1344e,swebench-verified-winning-traces/472ee1f9d42c/django__django-14238__70f80a1/trajectory.json.gz,downloaded,swebench-verified-winning-traces/d2cf5ec25625/django__django-14238__K4VofbB/trajectory.json.gz,downloaded,swebench-verified-winning-traces/187f0c30fc5f/django__django-14238__fa1344e/trajectory.json.gz,downloaded
django__django-14311,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,22,16,8,claude-code; codex; mini-swe-agent; opencode; subconscious-code,claude-code 2/3; codex 1/2; mini-swe-agent 1/5; opencode 1/1; subconscious-code 3/4,265160,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,1970c693b4a5,django__django-14311__9d75937,0.2481,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,django__django-14311__fYfRCqp,160.0,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,django__django-14311__1bf1b9e,swebench-verified-winning-traces/1970c693b4a5/django__django-14311__9d75937/trajectory.json.gz,downloaded,swebench-verified-winning-traces/d2cf5ec25625/django__django-14311__fYfRCqp/trajectory.json.gz,downloaded,swebench-verified-winning-traces/472ee1f9d42c/django__django-14311__1bf1b9e/trajectory.json.gz,downloaded
django__django-14315,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,93,47,2,claude-code; opencode,claude-code 1/4; opencode 1/1,405525,opencode,opencode | subconscious/glm-5.2 | e2b | python,c57b386851fd,django__django-14315__ocuraXm,4.5826,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,1d4355e54894,django__django-14315__XGAvrtV,135.0,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,1d4355e54894,django__django-14315__XGAvrtV,swebench-verified-winning-traces/c57b386851fd/django__django-14315__ocuraXm/trajectory.json.gz,downloaded,swebench-verified-winning-traces/1d4355e54894/django__django-14315__XGAvrtV/trajectory.json.gz,downloaded,swebench-verified-winning-traces/1d4355e54894/django__django-14315__XGAvrtV/trajectory.json.gz,downloaded
django__django-14349,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,12,11,9,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 1/2; codex 2/2; mini-swe-agent 1/2; opencode 1/1; pi 1/1; subconscious-code 3/3,78930,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,django__django-14349__4cfbc7e,0.2352,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,django__django-14349__BofzJDD,67.0,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,django__django-14349__4cfbc7e,swebench-verified-winning-traces/472ee1f9d42c/django__django-14349__4cfbc7e/trajectory.json.gz,downloaded,swebench-verified-winning-traces/d2cf5ec25625/django__django-14349__BofzJDD/trajectory.json.gz,downloaded,swebench-verified-winning-traces/472ee1f9d42c/django__django-14349__4cfbc7e/trajectory.json.gz,downloaded
django__django-14351,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,23,17,7,claude-code; codex; mini-swe-agent; opencode; subconscious-code,claude-code 2/3; codex 1/2; mini-swe-agent 1/6; opencode 1/1; subconscious-code 2/4,1132593,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,django__django-14351__qJYMZ3U,1.3571,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,django__django-14351__rx8q3EB,734.7,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,django__django-14351__rx8q3EB,swebench-verified-winning-traces/0017241088a1/django__django-14351__qJYMZ3U/trajectory.json.gz,existing,swebench-verified-winning-traces/d2cf5ec25625/django__django-14351__rx8q3EB/trajectory.json.gz,downloaded,swebench-verified-winning-traces/d2cf5ec25625/django__django-14351__rx8q3EB/trajectory.json.gz,downloaded
django__django-14373,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,92,51,49,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 3/4; codex 2/2; mini-swe-agent 38/39; opencode 1/1; pi 1/1; subconscious-code 4/4,35353,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,django__django-14373__VG3n4ck,0.0346,mini-swe-agent,mini-swe-agent | glm-gcp1 | e2b | python,4dc3cca18ba9,django__django-14373__NPTgrcq,38.1,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,django__django-14373__172f541,swebench-verified-winning-traces/0017241088a1/django__django-14373__VG3n4ck/trajectory.json.gz,existing,swebench-verified-winning-traces/4dc3cca18ba9/django__django-14373__NPTgrcq/trajectory.json.gz,downloaded,swebench-verified-winning-traces/187f0c30fc5f/django__django-14373__172f541/trajectory.json.gz,downloaded
django__django-14376,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,37,23,12,codex; mini-swe-agent; opencode; subconscious-code,codex 1/3; mini-swe-agent 9/12; opencode 1/1; subconscious-code 1/3,52263,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,django__django-14376__0183fbf,0.0663,mini-swe-agent,mini-swe-agent | glm-gcp1 | e2b | python,ec5453c46a32,django__django-14376__BPjnEtL,58.5,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,django__django-14376__0183fbf,swebench-verified-winning-traces/472ee1f9d42c/django__django-14376__0183fbf/trajectory.json.gz,downloaded,swebench-verified-winning-traces/ec5453c46a32/django__django-14376__BPjnEtL/trajectory.json.gz,downloaded,swebench-verified-winning-traces/472ee1f9d42c/django__django-14376__0183fbf/trajectory.json.gz,downloaded
django__django-14404,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,133,63,55,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 2/3; codex 1/1; mini-swe-agent 48/53; opencode 2/2; pi 1/1; subconscious-code 1/3,171969,mini-swe-agent,mini-swe-agent | openai/subconscious/tim-qwen3.6-27b | e2b | python,7685d364d232,django__django-14404__c8961d6,0.0461,mini-swe-agent,mini-swe-agent | openai/subconscious/tim-qwen3.6-27b | e2b | python,7685d364d232,django__django-14404__c8961d6,172.9,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,1970c693b4a5,django__django-14404__0d6dab7,swebench-verified-winning-traces/7685d364d232/django__django-14404__c8961d6/trajectory.json.gz,downloaded,swebench-verified-winning-traces/7685d364d232/django__django-14404__c8961d6/trajectory.json.gz,downloaded,swebench-verified-winning-traces/1970c693b4a5/django__django-14404__0d6dab7/trajectory.json.gz,downloaded
django__django-14434,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,22,17,12,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 2/3; codex 1/1; mini-swe-agent 3/7; opencode 1/1; pi 1/1; subconscious-code 4/4,127934,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,django__django-14434__ssKi5CW,0.0623,mini-swe-agent,mini-swe-agent | glm-gcp1 | e2b | python,db8d33490582,django__django-14434__qF63sEz,47.5,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,django__django-14434__80f66e9,swebench-verified-winning-traces/0017241088a1/django__django-14434__ssKi5CW/trajectory.json.gz,existing,swebench-verified-winning-traces/db8d33490582/django__django-14434__qF63sEz/trajectory.json.gz,downloaded,swebench-verified-winning-traces/187f0c30fc5f/django__django-14434__80f66e9/trajectory.json.gz,downloaded
django__django-14493,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,91,47,41,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 2/4; codex 1/2; mini-swe-agent 32/35; opencode 1/1; pi 1/1; subconscious-code 4/4,13303,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,django__django-14493__de6044f,0.0145,mini-swe-agent,mini-swe-agent | glm-gcp1 | e2b | python,c9f3260092d5,django__django-14493__2TVGCW5,33.5,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,django__django-14493__de6044f,swebench-verified-winning-traces/472ee1f9d42c/django__django-14493__de6044f/trajectory.json.gz,downloaded,swebench-verified-winning-traces/c9f3260092d5/django__django-14493__2TVGCW5/trajectory.json.gz,downloaded,swebench-verified-winning-traces/472ee1f9d42c/django__django-14493__de6044f/trajectory.json.gz,downloaded
